drug1,drug2,status
Meropenem,Methylprednisolon,unknown
Meropenem,Metronidazol,compatible
Meropenem,Micafungin natri,unknown
Meropenem,Midazolam,incompatible
Meropenem,Milrinone,compatible
Meropenem,Morphin sulfat,compatible
Meropenem,Natri colistimethat,compatible
Meropenem,Recombinant Human Erythropoietin alfa,unknown
Meropenem,Naloxon hydroclorid,compatible
Meropenem,Neostigmin methylsulfat,unknown
Meropenem,Nicardipin hydrochlorid,incompatible
Meropenem,Noradrenalin,unknown
Meropenem,Octreotide,compatible
Meropenem,Omeprazol,unknown
Meropenem,Ondansetron,controversial
Meropenem,Oxacilin,unknown
Meropenem,Pantoprazol,controversial
Meropenem,Phenobarbital,compatible
Meropenem,Phytomenadion,unknown
Meropenem,Piperacilin + Tazobactam,compatible
Meropenem,Rocuronium Bromid,compatible
Meropenem,Natri bicarbonat,compatible
Meropenem,Natri Chlorid,unknown
Meropenem,Natri lactat,unknown
Meropenem,Sugammadex,unknown
Meropenem,Terbutalin sulfat,unknown
Meropenem,Tinidazol,unknown
Meropenem,Tobramycin sulfat,compatible
Meropenem,Vancomycin,controversial
Meropenem,Voriconazol,compatible
Methotrexat,Methylprednisolon,unknown
Methotrexat,Metronidazol,compatible
Methotrexat,Micafungin natri,unknown
Methotrexat,Midazolam,incompatible
Methotrexat,Milrinone,compatible
Methotrexat,Morphin sulfat,compatible
Methotrexat,Natri colistimethat,unknown
Methotrexat,Recombinant Human Erythropoietin alfa,unknown
Methotrexat,Naloxon hydroclorid,compatible
Methotrexat,Neostigmin methylsulfat,unknown
Methotrexat,Nicardipin hydrochlorid,incompatible
Methotrexat,Noradrenalin,unknown
Methotrexat,Octreotide,compatible
Methotrexat,Omeprazol,unknown
Methotrexat,Ondansetron,compatible
Methotrexat,Oxacilin,compatible
Methotrexat,Pantoprazol,incompatible
Methotrexat,Phenobarbital,compatible
Methotrexat,Phytomenadion,unknown
Methotrexat,Piperacilin + Tazobactam,compatible
Methotrexat,Propofol,incompatible
Methotrexat,Rocuronium Bromid,compatible
Methotrexat,Natri bicarbonat,compatible
Methotrexat,Natri Chlorid,unknown
Methotrexat,Natri lactat,unknown
Methotrexat,Sugammadex,unknown
Methotrexat,Terbutalin sulfat,unknown
Methotrexat,Tinidazol,unknown
Methotrexat,Tobramycin sulfat,compatible
Methotrexat,Vancomycin,controversial
Methotrexat,Voriconazol,compatible
Methylprednisolon,Metronidazol,unknown
Methylprednisolon,Micafungin natri,unknown
Methylprednisolon,Midazolam,unknown
Methylprednisolon,Milrinone,unknown
Methylprednisolon,Morphin sulfat,unknown
Methylprednisolon,Natri colistimethat,unknown
Methylprednisolon,Recombinant Human Erythropoietin alfa,unknown
Methylprednisolon,Naloxon hydroclorid,unknown
Methylprednisolon,Neostigmin methylsulfat,unknown
Methylprednisolon,Nicardipin hydrochlorid,unknown
Methylprednisolon,Noradrenalin,unknown
Methylprednisolon,Octreotide,unknown
Methylprednisolon,Omeprazol,unknown
Methylprednisolon,Ondansetron,unknown
Methylprednisolon,Oxacilin,unknown
Methylprednisolon,Pantoprazol,unknown
Methylprednisolon,Phenobarbital,unknown
Methylprednisolon,Phytomenadion,unknown
Methylprednisolon,Piperacilin + Tazobactam,unknown
Methylprednisolon,Propofol,unknown
Methylprednisolon,Rocuronium Bromid,unknown
Methylprednisolon,Natri bicarbonat,unknown
Methylprednisolon,Natri Chlorid,unknown
Methylprednisolon,Natri lactat,unknown
Methylprednisolon,Sugammadex,unknown
Methylprednisolon,Terbutalin sulfat,unknown
Methylprednisolon,Tinidazol,unknown
Methylprednisolon,Tobramycin sulfat,unknown
Methylprednisolon,Vancomycin,unknown
Methylprednisolon,Voriconazol,unknown
Metronidazol,Micafungin natri,unknown
Metronidazol,Midazolam,compatible
Metronidazol,Milrinone,compatible
Metronidazol,Morphin sulfat,compatible
Metronidazol,Natri colistimethat,unknown
Metronidazol,Recombinant Human Erythropoietin alfa,unknown
Metronidazol,Naloxon hydroclorid,compatible
Metronidazol,Neostigmin methylsulfat,unknown
Metronidazol,Nicardipin hydrochlorid,compatible
Metronidazol,Noradrenalin,unknown
Metronidazol,Octreotide,compatible
Metronidazol,Omeprazol,unknown
Metronidazol,Ondansetron,compatible
Metronidazol,Oxacilin,unknown
Metronidazol,Pantoprazol,incompatible
Metronidazol,Phenobarbital,compatible
Metronidazol,Phytomenadion,unknown
Metronidazol,Piperacilin + Tazobactam,compatible
Metronidazol,Propofol,incompatible
Metronidazol,Rocuronium Bromid,compatible
Metronidazol,Natri bicarbonat,compatible
Metronidazol,Natri Chlorid,unknown
Metronidazol,Natri lactat,unknown
Metronidazol,Sugammadex,unknown
Metronidazol,Terbutalin sulfat,unknown
Metronidazol,Tinidazol,unknown
Metronidazol,Tobramycin sulfat,compatible
Metronidazol,Vancomycin,compatible
Metronidazol,Voriconazol,compatible
Micafungin natri,Midazolam,incompatible
Micafungin natri,Milrinone,compatible
Micafungin natri,Morphin sulfat,incompatible
Micafungin natri,Natri colistimethat,unknown
Micafungin natri,Recombinant Human Erythropoietin alfa,unknown
Micafungin natri,Naloxon hydroclorid,unknown
Micafungin natri,Neostigmin methylsulfat,unknown
Micafungin natri,Nicardipin hydrochlorid,incompatible
Micafungin natri,Noradrenalin,unknown
Micafungin natri,Octreotide,incompatible
Micafungin natri,Omeprazol,unknown
Micafungin natri,Ondansetron,incompatible
Micafungin natri,Oxacilin,unknown
Micafungin natri,Pantoprazol,unknown
Micafungin natri,Phenobarbital,unknown
Micafungin natri,Phytomenadion,unknown
Micafungin natri,Piperacilin + Tazobactam,unknown
Micafungin natri,Propofol,unknown
Micafungin natri,Rocuronium Bromid,incompatible
Micafungin natri,Natri bicarbonat,unknown
Micafungin natri,Natri Chlorid,unknown
Micafungin natri,Natri lactat,unknown
Micafungin natri,Sugammadex,unknown
Micafungin natri,Terbutalin sulfat,unknown
Micafungin natri,Tinidazol,unknown
Micafungin natri,Tobramycin sulfat,unknown
Micafungin natri,Vancomycin,unknown
Micafungin natri,Voriconazol,unknown
Midazolam,Milrinone,compatible
Midazolam,Morphin sulfat,compatible
Midazolam,Natri colistimethat,unknown
Midazolam,Recombinant Human Erythropoietin alfa,incompatible
Midazolam,Naloxon hydroclorid,compatible
Midazolam,Neostigmin methylsulfat,unknown
Midazolam,Nicardipin hydrochlorid,compatible
Midazolam,Noradrenalin,unknown
Midazolam,Octreotide,compatible
Midazolam,Omeprazol,incompatible
Midazolam,Ondansetron,compatible
Midazolam,Oxacilin,compatible
Midazolam,Pantoprazol,controversial
Midazolam,Phenobarbital,incompatible
Midazolam,Phytomenadion,compatible
Midazolam,Piperacilin + Tazobactam,incompatible
Midazolam,Propofol,controversial
Midazolam,Rocuronium Bromid,compatible
Midazolam,Natri bicarbonat,incompatible
Midazolam,Natri Chlorid,unknown
Midazolam,Natri lactat,unknown
Midazolam,Sugammadex,unknown
Midazolam,Terbutalin sulfat,unknown
Midazolam,Tinidazol,unknown
Midazolam,Tobramycin sulfat,compatible
Midazolam,Vancomycin,compatible
Midazolam,Voriconazol,compatible
Milrinone,Morphin sulfat,compatible
Milrinone,Natri colistimethat,unknown
Milrinone,Recombinant Human Erythropoietin alfa,unknown
Milrinone,Naloxon hydroclorid,compatible
Milrinone,Neostigmin methylsulfat,unknown
Milrinone,Nicardipin hydrochlorid,compatible
Milrinone,Noradrenalin,unknown
Milrinone,Octreotide,compatible
Milrinone,Omeprazol,unknown
Milrinone,Ondansetron,incompatible
Milrinone,Oxacilin,compatible
Milrinone,Pantoprazol,incompatible
Milrinone,Phenobarbital,compatible
Milrinone,Phytomenadion,unknown
Milrinone,Piperacilin + Tazobactam,compatible
Milrinone,Propofol,compatible
Milrinone,Rocuronium Bromid,compatible
Milrinone,Natri bicarbonat,compatible
Milrinone,Natri Chlorid,unknown
Milrinone,Natri lactat,unknown
Milrinone,Sugammadex,unknown
Milrinone,Terbutalin sulfat,unknown
Milrinone,Tinidazol,unknown
Milrinone,Tobramycin sulfat,compatible
Milrinone,Vancomycin,compatible
Milrinone,Voriconazol,compatible
Morphin sulfat,Natri colistimethat,incompatible
Morphin sulfat,Recombinant Human Erythropoietin alfa,compatible
Morphin sulfat,Naloxon hydroclorid,compatible
Morphin sulfat,Neostigmin methylsulfat,unknown
Morphin sulfat,Nicardipin hydrochlorid,compatible
Morphin sulfat,Noradrenalin,unknown
Morphin sulfat,Octreotide,compatible
Morphin sulfat,Omeprazol,unknown
Morphin sulfat,Ondansetron,compatible
Morphin sulfat,Oxacilin,compatible
Morphin sulfat,Pantoprazol,controversial
Morphin sulfat,Phenobarbital,compatible
Morphin sulfat,Phytomenadion,compatible
Morphin sulfat,Piperacilin + Tazobactam,compatible
Morphin sulfat,Propofol,controversial
Morphin sulfat,Rocuronium Bromid,compatible
Morphin sulfat,Natri bicarbonat,compatible
Morphin sulfat,Natri Chlorid,unknown
Morphin sulfat,Natri lactat,unknown
Morphin sulfat,Sugammadex,unknown
Morphin sulfat,Terbutalin sulfat,unknown
Morphin sulfat,Tinidazol,unknown
Morphin sulfat,Tobramycin sulfat,compatible
Morphin sulfat,Vancomycin,compatible
Morphin sulfat,Voriconazol,compatible
Naloxon hydroclorid,Natri colistimethat,unknown
Naloxon hydroclorid,Recombinant Human Erythropoietin alfa,compatible
Naloxon hydroclorid,Neostigmin methylsulfat,unknown
Naloxon hydroclorid,Nicardipin hydrochlorid,compatible
Naloxon hydroclorid,Noradrenalin,unknown
Naloxon hydroclorid,Octreotide,compatible
Naloxon hydroclorid,Omeprazol,unknown
Naloxon hydroclorid,Ondansetron,compatible
Naloxon hydroclorid,Oxacilin,compatible
Naloxon hydroclorid,Pantoprazol,incompatible
Naloxon hydroclorid,Phenobarbital,compatible
Naloxon hydroclorid,Phytomenadion,compatible
Naloxon hydroclorid,Piperacilin + Tazobactam,compatible
Naloxon hydroclorid,Propofol,compatible
Naloxon hydroclorid,Rocuronium Bromid,compatible
Naloxon hydroclorid,Natri bicarbonat,compatible
Naloxon hydroclorid,Natri Chlorid,unknown
Naloxon hydroclorid,Natri lactat,unknown
Naloxon hydroclorid,Sugammadex,unknown
Naloxon hydroclorid,Terbutalin sulfat,unknown
Naloxon hydroclorid,Tinidazol,unknown
Naloxon hydroclorid,Tobramycin sulfat,compatible
Naloxon hydroclorid,Vancomycin,compatible
Naloxon hydroclorid,Voriconazol,compatible
Natri bicarbonat,Natri colistimethat,unknown
Natri bicarbonat,Recombinant Human Erythropoietin alfa,compatible
Natri bicarbonat,Neostigmin methylsulfat,unknown
Natri bicarbonat,Nicardipin hydrochlorid,incompatible
Natri bicarbonat,Noradrenalin,unknown
Natri bicarbonat,Octreotide,compatible
Natri bicarbonat,Omeprazol,unknown
Natri bicarbonat,Ondansetron,incompatible
Natri bicarbonat,Oxacilin,controversial
Natri bicarbonat,Pantoprazol,controversial
Natri bicarbonat,Phenobarbital,compatible
Natri bicarbonat,Phytomenadion,compatible
Natri bicarbonat,Piperacilin + Tazobactam,compatible
Natri bicarbonat,Propofol,compatible
Natri bicarbonat,Rocuronium Bromid,compatible
Natri bicarbonat,Natri Chlorid,unknown
Natri bicarbonat,Natri lactat,unknown
Natri bicarbonat,Sugammadex,unknown
Natri bicarbonat,Terbutalin sulfat,unknown
Natri bicarbonat,Tinidazol,unknown
Natri bicarbonat,Tobramycin sulfat,compatible
Natri bicarbonat,Vancomycin,compatible
Natri bicarbonat,Voriconazol,compatible
Natri colistimethat,Recombinant Human Erythropoietin alfa,unknown
Natri colistimethat,Neostigmin methylsulfat,unknown
Natri colistimethat,Nicardipin hydrochlorid,unknown
Natri colistimethat,Noradrenalin,unknown
Natri colistimethat,Octreotide,unknown
Natri colistimethat,Omeprazol,unknown
Natri colistimethat,Ondansetron,unknown
Natri colistimethat,Oxacilin,unknown
Natri colistimethat,Pantoprazol,unknown
Natri colistimethat,Phenobarbital,compatible
Natri colistimethat,Phytomenadion,unknown
Natri colistimethat,Piperacilin + Tazobactam,compatible
Natri colistimethat,Propofol,unknown
Natri colistimethat,Rocuronium Bromid,unknown
Natri colistimethat,Natri Chlorid,unknown
Natri colistimethat,Natri lactat,unknown
Natri colistimethat,Sugammadex,unknown
Natri colistimethat,Terbutalin sulfat,unknown
Natri colistimethat,Tinidazol,unknown
Natri colistimethat,Tobramycin sulfat,unknown
Natri colistimethat,Vancomycin,compatible
Natri colistimethat,Voriconazol,unknown
Natri Chlorid,Recombinant Human Erythropoietin alfa,unknown
Natri Chlorid,Neostigmin methylsulfat,unknown
Natri Chlorid,Nicardipin hydrochlorid,unknown
Natri Chlorid,Noradrenalin,unknown
Natri Chlorid,Octreotide,unknown
Natri Chlorid,Omeprazol,unknown
Natri Chlorid,Ondansetron,unknown
Natri Chlorid,Oxacilin,unknown
Natri Chlorid,Pantoprazol,unknown
Natri Chlorid,Phenobarbital,unknown
Natri Chlorid,Phytomenadion,unknown
Natri Chlorid,Piperacilin + Tazobactam,unknown
Natri Chlorid,Propofol,unknown
Natri Chlorid,Rocuronium Bromid,unknown
Natri Chlorid,Natri lactat,unknown
Natri Chlorid,Sugammadex,unknown
Natri Chlorid,Terbutalin sulfat,unknown
Natri Chlorid,Tinidazol,unknown
Natri Chlorid,Tobramycin sulfat,unknown
Natri Chlorid,Vancomycin,unknown
Natri Chlorid,Voriconazol,unknown
Natri lactat,Recombinant Human Erythropoietin alfa,unknown
Natri lactat,Neostigmin methylsulfat,unknown
Natri lactat,Nicardipin hydrochlorid,unknown
Natri lactat,Noradrenalin,unknown
Natri lactat,Octreotide,unknown
Natri lactat,Omeprazol,unknown
Natri lactat,Ondansetron,unknown
Natri lactat,Oxacilin,unknown
Natri lactat,Pantoprazol,unknown
Natri lactat,Phenobarbital,unknown
Natri lactat,Phytomenadion,unknown
Natri lactat,Piperacilin + Tazobactam,unknown
Natri lactat,Propofol,unknown
Natri lactat,Rocuronium Bromid,unknown
Natri lactat,Sugammadex,unknown
Natri lactat,Terbutalin sulfat,unknown
Natri lactat,Tinidazol,unknown
Natri lactat,Tobramycin sulfat,unknown
Natri lactat,Vancomycin,unknown
Natri lactat,Voriconazol,unknown
Neostigmin methylsulfat,Recombinant Human Erythropoietin alfa,unknown
Neostigmin methylsulfat,Nicardipin hydrochlorid,unknown
Neostigmin methylsulfat,Noradrenalin,unknown
Neostigmin methylsulfat,Octreotide,unknown
Neostigmin methylsulfat,Omeprazol,unknown
Neostigmin methylsulfat,Ondansetron,unknown
Neostigmin methylsulfat,Oxacilin,unknown
Neostigmin methylsulfat,Pantoprazol,unknown
Neostigmin methylsulfat,Phenobarbital,unknown
Neostigmin methylsulfat,Phytomenadion,unknown
Neostigmin methylsulfat,Piperacilin + Tazobactam,unknown
Neostigmin methylsulfat,Propofol,unknown
Neostigmin methylsulfat,Rocuronium Bromid,unknown
Neostigmin methylsulfat,Sugammadex,unknown
Neostigmin methylsulfat,Terbutalin sulfat,unknown
Neostigmin methylsulfat,Tinidazol,unknown
Neostigmin methylsulfat,Tobramycin sulfat,unknown
Neostigmin methylsulfat,Vancomycin,unknown
Neostigmin methylsulfat,Voriconazol,unknown
Nicardipin hydrochlorid,Recombinant Human Erythropoietin alfa,unknown
Nicardipin hydrochlorid,Noradrenalin,unknown
Nicardipin hydrochlorid,Octreotide,compatible
Nicardipin hydrochlorid,Omeprazol,unknown
Nicardipin hydrochlorid,Ondansetron,compatible
Nicardipin hydrochlorid,Oxacilin,unknown
Nicardipin hydrochlorid,Pantoprazol,incompatible
Nicardipin hydrochlorid,Phenobarbital,incompatible
Nicardipin hydrochlorid,Phytomenadion,unknown
Nicardipin hydrochlorid,Piperacilin + Tazobactam,incompatible
Nicardipin hydrochlorid,Propofol,unknown
Nicardipin hydrochlorid,Rocuronium Bromid,compatible
Nicardipin hydrochlorid,Sugammadex,unknown
Nicardipin hydrochlorid,Terbutalin sulfat,unknown
Nicardipin hydrochlorid,Tinidazol,unknown
Nicardipin hydrochlorid,Tobramycin sulfat,compatible
Nicardipin hydrochlorid,Vancomycin,compatible
Nicardipin hydrochlorid,Voriconazol,compatible
Noradrenalin,Recombinant Human Erythropoietin alfa,unknown
Noradrenalin,Octreotide,unknown
Noradrenalin,Omeprazol,unknown
Noradrenalin,Ondansetron,unknown
Noradrenalin,Oxacilin,unknown
Noradrenalin,Pantoprazol,unknown
Noradrenalin,Phenobarbital,unknown
Noradrenalin,Phytomenadion,unknown
Noradrenalin,Piperacilin + Tazobactam,unknown
Noradrenalin,Propofol,unknown
Noradrenalin,Rocuronium Bromid,unknown
Noradrenalin,Sugammadex,unknown
Noradrenalin,Terbutalin sulfat,unknown
Noradrenalin,Tinidazol,unknown
Noradrenalin,Tobramycin sulfat,unknown
Noradrenalin,Vancomycin,unknown
Noradrenalin,Voriconazol,unknown
Octreotide,Recombinant Human Erythropoietin alfa,unknown
Octreotide,Omeprazol,unknown
Octreotide,Ondansetron,compatible
Octreotide,Oxacilin,unknown
Octreotide,Pantoprazol,controversial
Octreotide,Phenobarbital,compatible
Octreotide,Phytomenadion,unknown
Octreotide,Piperacilin + Tazobactam,compatible
Octreotide,Propofol,unknown
Octreotide,Rocuronium Bromid,compatible
Octreotide,Sugammadex,unknown
Octreotide,Terbutalin sulfat,unknown
Octreotide,Tinidazol,unknown
Octreotide,Tobramycin sulfat,compatible
Octreotide,Vancomycin,compatible
Octreotide,Voriconazol,compatible
Omeprazol,Recombinant Human Erythropoietin alfa,unknown
Omeprazol,Ondansetron,unknown
Omeprazol,Oxacilin,unknown
Omeprazol,Pantoprazol,unknown
Omeprazol,Phenobarbital,unknown
Omeprazol,Phytomenadion,unknown
Omeprazol,Piperacilin + Tazobactam,unknown
Omeprazol,Propofol,unknown
Omeprazol,Rocuronium Bromid,unknown
Omeprazol,Sugammadex,unknown
Omeprazol,Terbutalin sulfat,unknown
Omeprazol,Tinidazol,unknown
Omeprazol,Tobramycin sulfat,unknown
Omeprazol,Vancomycin,incompatible
Omeprazol,Voriconazol,unknown
Ondansetron,Recombinant Human Erythropoietin alfa,compatible
Ondansetron,Oxacilin,compatible
Ondansetron,Pantoprazol,incompatible
Ondansetron,Phenobarbital,incompatible
Ondansetron,Phytomenadion,compatible
Ondansetron,Piperacilin + Tazobactam,compatible
Ondansetron,Propofol,unknown
Ondansetron,Rocuronium Bromid,compatible
Ondansetron,Sugammadex,unknown
Ondansetron,Terbutalin sulfat,unknown
Ondansetron,Tinidazol,unknown
Ondansetron,Tobramycin sulfat,compatible
Ondansetron,Vancomycin,compatible
Ondansetron,Voriconazol,compatible
Oxacilin,Recombinant Human Erythropoietin alfa,compatible
Oxacilin,Pantoprazol,unknown
Oxacilin,Phenobarbital,compatible
Oxacilin,Phytomenadion,compatible
Oxacilin,Piperacilin + Tazobactam,unknown
Oxacilin,Propofol,unknown
Oxacilin,Rocuronium Bromid,unknown
Oxacilin,Sugammadex,unknown
Oxacilin,Terbutalin sulfat,unknown
Oxacilin,Tinidazol,unknown
Oxacilin,Tobramycin sulfat,incompatible
Oxacilin,Vancomycin,controversial
Oxacilin,Voriconazol,unknown
Pantoprazol,Recombinant Human Erythropoietin alfa,unknown
Pantoprazol,Phenobarbital,controversial
Pantoprazol,Phytomenadion,unknown
Pantoprazol,Piperacilin + Tazobactam,controversial
Pantoprazol,Rocuronium Bromid,incompatible
Pantoprazol,Sugammadex,unknown
Pantoprazol,Terbutalin sulfat,unknown
Pantoprazol,Tinidazol,unknown
Pantoprazol,Tobramycin sulfat,controversial
Pantoprazol,Vancomycin,controversial
Pantoprazol,Voriconazol,incompatible
Piperacilin + Tazobactam,Recombinant Human Erythropoietin alfa,unknown
Piperacilin + Tazobactam,Phenobarbital,compatible
Piperacilin + Tazobactam,Phytomenadion,unknown
Piperacilin + Tazobactam,Propofol,unknown
Piperacilin + Tazobactam,Rocuronium Bromid,incompatible
Piperacilin + Tazobactam,Sugammadex,unknown
Piperacilin + Tazobactam,Terbutalin sulfat,unknown
Piperacilin + Tazobactam,Tinidazol,unknown
Piperacilin + Tazobactam,Tobramycin sulfat,incompatible
Piperacilin + Tazobactam,Vancomycin,controversial
Piperacilin + Tazobactam,Voriconazol,compatible
Propofol,Recombinant Human Erythropoietin alfa,unknown
Propofol,Phenobarbital,compatible
Propofol,Phytomenadion,unknown
Propofol,Rocuronium Bromid,unknown
Propofol,Sugammadex,unknown
Propofol,Terbutalin sulfat,unknown
Propofol,Tinidazol,unknown
Propofol,Tobramycin sulfat,incompatible
Propofol,Vancomycin,controversial
Propofol,Voriconazol,unknown
Phenobarbital,Recombinant Human Erythropoietin alfa,compatible
Phenobarbital,Phytomenadion,compatible
Phenobarbital,Rocuronium Bromid,compatible
Phenobarbital,Sugammadex,unknown
Phenobarbital,Terbutalin sulfat,unknown
Phenobarbital,Tinidazol,unknown
Phenobarbital,Tobramycin sulfat,compatible
Phenobarbital,Vancomycin,compatible
Phenobarbital,Voriconazol,compatible
Phytomenadion,Recombinant Human Erythropoietin alfa,compatible
Phytomenadion,Rocuronium Bromid,unknown
Phytomenadion,Sugammadex,unknown
Phytomenadion,Terbutalin sulfat,unknown
Phytomenadion,Tinidazol,unknown
